id,texto,emocion
4671,"#juegodetronos No puedo asumir el episodio, ese final me ha dejado K.O Eres un diosa #AryaStark https://t.co/kxiUbuhYM4",surprise
4672,El PSOE gana las elecciones gracias a las presiones de Ciudadanos. #ElecccionesGenerales28A,others
4673,"Mi momento más emotivo del día, fue ver salir al cuerpo de bomberos de la Catedral de Notre Dame y escuchar una ola de aplausos de toda la gente que estábamos cerca. #NotreDame https://t.co/D4yBVnNEUC",joy
4674,Tremendo cambio de juego de Vidal #ChampionsLeague,others
4675,Noticias tristes; El fascismo ha resurgido en España y ha entrado en el congreso. Seguiremos luchando 💜 #Elecciones2019 #ElecccionesGenerales28A,sadness
4676,"La literatura nos hace más empáticos, dispuestos a escuchar y entender a los otros #DiaDelLibro ➡️ https://t.co/7C7zGXq9Gj https://t.co/aGcPQBDWXE",joy
4677,"Acuérdense que pueden donar los libros y cómics que ya no lean a colegios y bibliotecas municipales/vecinales. Si tienen alguna cerca, pregunten si pueden donar. Algunas aceptan incluso películas! #DiaDelLibro",others
4678,"Arya siempre ha sido de mis personajes favoritos por como evoluciona en la serie, pero lo este capitulo no me lo esperaba 😍😍😍#JuegodeTronos",surprise
4679,Momentos de desconexión del Barça... minuto 70 #LaLiga,others
4680,Los que no miramos #Got y no conocemos #NotreDame....a esta hora estamos hinchados los huevos de los que miran #GOT y visitaron #NotreDame,anger
4681,Así era el interior de Notre Dame antes del terrible incendio. #NotreDame #Paris https://t.co/hsm23U2aEC,sadness
4682,USER Por que no te callas o mejor aun porque no te mueres!!! #Venezuela #MaduroDictador #VenezuelaEndGame #CesedeLaUsurpacion,anger
4683,"Veo una oscuridad en ti y en esa oscuridad, ojos mirándome fijamente, Ojos marrones, ojos azules, ojos verdes.Ojos que cerrarás para siempre #gameofthrones #NotToday #JuegodeTronos #AryaStark",others
4684,Me encanta twitter en estos momento #ElecccionesGenerales28A,joy
4685,"Celia Villalobos diciendo “fiesta fiesta, para nadie, que el PSOE ha llegado a sacar 200 diputados”. Joder, pues si sacando 130 escaños, casi el doble que el segundo, no puede celebrarlo... #ElecccionesGenerales28A",surprise
4686,USER USER USER Qué honor🏳️‍🌈 Chaltu lamgen. Feliz #DiadelLibro,joy
4687,"USER USER #NotreDame es un lugar donde muchas personas van a orar y consolarse, y lo han hecho por siglos, un lugar santo para muchos, no solo es un edificio",sadness
4688,¿Cómo se ve el interior de la catedral de #NotreDame tras el incendio? https://t.co/BlK7ZIN7Qa vía USER,others
4689,El grito unánime en Ferraz: Con Rivera no!! Y yo me pregunto...no debería de ser con Esquerra no??🤷🏽‍♂️ No entiendo nada... 🤦🏻‍♂️ #ElecccionesGenerales28A USER,others
4690,"Ofú quillo, qué disgusto tengo. #ElecccionesGenerales28A",anger
4691,"Gracias a Melissandre que prendió fuego las trincheras por que si no, no veíamos ni mierda. #QuieroConfesar #GameofThrones #GOTS8E3 #JuegodeTronos https://t.co/EcyZ6P5kSR",others
4692,"#NotreDame , Un crisol de estilos para observar la Historia de Europa ➜ USER →ⓜ2017 ⓔ2016 🖱ἏƁƇ↝ https://t.co/7xjhE8Jeer",others
4693,"Quieres que las circunstancias cambien; pero, ¿qué estás haciendo para lograrlo? No se trata de quejarse, Jesús quiere que seas influencia y trabajes por Venezuela. No caigas en la desesperanza, atrévete a creer por tus sueños y por los de tu nación. ¡Oremos por #Venezuela! 🇻🇪❤️ https://t.co/D4WGRVuxbo",joy
4694,Hoy lloro por #NotreDame No es necesario ser católico (que no lo soy) para llorar el daño al patrimonio de toda la humanidad que se pierde con este incendio. Ojalá finalmente sea lo menos.,sadness
4695,"Hace un año estabamos allí #CathédraleNotreDame (4 de abril de 2018), que tristeza... #NotreDame #incendio #Parìs #fuego #incendio #Francia https://t.co/D0fXRLHy1a",sadness
4696,#GretaThunberg candidata al #NobelPrize per la Pace #FridaysForFuture #ClimateStrike #dalsociale24 https://t.co/QtD7ilhrTx,others
4697,Y pensar que tan solo quedan 3 episodios... #Got8x03 #GameofThrones #JuegodeTronos #GOT,sadness
4698,"🔵Lo bueno: #GretaThunberg, la adolescente que revolucionó el combate al #CambioClimático 🔵Lo malo: El #Porto recibe multa por impuntualidad de #HéctorHerrera 🔵Lo feo: Diputada de #Morena propone vender cerveza caliente en la #CDMX ➡️ https://t.co/KbWp7yzxHk https://t.co/aqHkNECSSu",others
4699,Tienen que calmar a Suarez. Va a dejar al Barça con uno menos. 🤦🏽‍♀️ #ChampionsLeague,others
4700,Que golazo el de Lionel Messi para la #ChampionsLeague en el Camp Nou. De no creer. No se me ocurre nadie en el mundo que le pegue mejor. https://t.co/u5WZjuOkYN,others
4701,"Uno de los mejores días de mi vida, #JuegodeTronos y #Vengadores Se puede ser más feliz? Vivo en un continuo orgasmo todo el día",joy
4702,Oremos por #Venezuela. Parece que están ya por fin en su recta final. #SOSVenezuela #SOSNicaragua,others
4703,Os presentamos a Santa Arya Stark. 🙏 #JuegoDeTronos https://t.co/qhO5eHhOvn,joy
4704,"Lo mejor de mi experiencia como Presidenta de Mesa: Se acerca una señora con una sonrisa de oreja a oreja y me dice “maja, tengo 102 años y vengo a votar con una ilusión bárbara” Entrañable no, lo siguiente #ElecccionesGenerales28A",joy
4705,"#ChampionsLeague ⚽🏆 | #FCB 2-0 #LIV | ⏱ 74' | ¡GOOOOOOL! del USER , Messi amplia la ventaja a favor #UCL Sigue aquí el #MinutoAMinuto: https://t.co/xllslMgaPw https://t.co/FnxfUZSJlm",joy
4706,"Hoy es el #DíaDelLibro . Desde El Ateneo en Buenos Aires, un lugar que hace honor a miles de libros, pero que aún no tiene todos los que quiero. La Biblioteca de mis sueños tiene amplias… https://t.co/xv9Gfk2Jk9",joy
4707,#LionelMessi es el puto amo del #Futbol #mundial #ChampionsLeague #Barcelona,joy
4708,📻 Se juega el segundo tiempo: USER 1-0 USER Semifinal ida #ChampionsLeague En vivo: https://t.co/5s3YrmKMKU https://t.co/9rpgmHAXTQ,others
4709,#ElecccionesGenerales28A he votado y me he sentido incomoda con la presencia de militantes de vox en mi colegio electoral. Un chico joven al grito de “yo he votado a la España Viva” siento miedo,fear
4710,"El paro, nos cansaremos y otra vez a la izquierda a hundirnos en la mierda de nuevo... #28A #ElecccionesGenerales28A #28Abril #AbascalPresidente",anger
4711,"Y también me esperaba más protagonismo de Dany y Jon, parecía que iba a ser SU batalla y no ha sido así...supongo que lo será la siguiente. Esto acaba de empezar. Queda una gran batalla por delante 💪 #GOTS8E3 #GameOfThrones #JuegodeTronos",others
4712,El movimiento de Suárez no mamaaaaaarrrrr #ChampionsLeague,others
4713,Guardaré en mis ojos tu última mirada... 💔 #notredame #paris #francia #photography #streetphotography https://t.co/fEUhRv3UN1,others
4714,Hoy apoyamos al mejor equipo de esta #ChampionsLeague #YNWA 🔴 https://t.co/mXjJTyVFzT,others
4715,"Están siendo días super intensos y siento el abandono. ESO SÍ, #JuegoDeTronos no lo perdono. #NowPlaying.",sadness
4716,Bienvenidos a la próxima crisis en españa . Que dios nos pille confesados #ElecccionesGenerales28A,fear
4717,¡NO LO PERDONÓ! Capriles carga contra Maduro por estallar a un docente que exigió mejoras salariales: Qué trate de vivir él con sueldo de maestro #Venezuela #30Abril https://t.co/rvDc10MbuP,surprise
4718,"Así se desplomaron, abrazadas por las llamas, las agujas en la Catedral de #NotreDame en #Paris USER 😥😥😥😫😫😫 https://t.co/wF8rv8Qt48 https://t.co/Fz3hkuUTNg",sadness
4719,Solo una cosa se puede decir ¡Messi! #championsleague,others
4720,Desde #BarberaDelValles #Barcelona #Cataluña #España con #NotreDame #Francia y sobretodo con el pueblo francés... 🇪🇸❤️🇫🇷 https://t.co/oAAsb6Wyv5,sadness
4721,Bueno ya puedo volver tranquilo a casa #ElecccionesGenerales28A,others
4722,📚 En el #DíaDelLibro te presentamos 5 libros para acercarse a la obra de Manuel Puig. 👉 https://t.co/1N3jLiq5gh https://t.co/Jc7hMQRrgk,others
4723,"No soy católico Prácticante, pero si soy Creyente de Dios, pero desde mi punto de vista, el desastre ocurrido en #NotreDameEnLlamas si me genera tristeza por su gran valor arquitectónico y cultural para la humanidad.",sadness
4724,Prefiero mil veces el capítulo de la semana pasada de #JuegoDeTronos pero la ansiedad ha sido real,others
4725,"Ala puta, ala puta ^ mi reacción a ver lonquebestá sucediendo en #VENEZUELA Literalmente están atropellando a los manifestantes, con tanques.",anger
4726,"Si tienes problemas de aparcamiento por Madrid, dicen que por la zona de Génova 13 hay hueco. #ElecccionesGenerales28A",others
4727,Cosas que necesitarás para ver el 8x03 de #JuegoDeTronos #GameOfThrones https://t.co/f0QqU2iDrM,others
4728,¿Era demasiado oscura la fotografía del último episodio de #JuegoDeTronos? https://t.co/pIpZH3KUxw,others
4729,Un dia sumamente triste para todos aquellos que amamos a este bello edificio patrimonial #NotreDame https://t.co/CFEloAhKI5,sadness
4730,#Venezuela: por qué los militares que apoyan a la oposición se identifican con cintas azules https://t.co/CGNJjX2MjM vía USER,others
4731,Qué lindo día para que gane el USER #ChampionsLeague,others
4732,"Hoy es el #DíaDelLibro ! Nada como la literatura, fuente de conocimiento e historia, capaz de hacernos reír, llorar o reflexionar. Celebra hoy los libros que tienes en casa, y los que están por venir! https://t.co/fK5ELG63Wq",joy
4733,ARYA ME LA PONES COMO UN TANQUE SOVIÉTICO PERO NO CAIGAS JODER #JuegodeTronos,others
4734,¡Bien Suárez! Vaya instancia para romper el maleficiooo.. #BarçaLFC #ChampionsLeague,joy
4735,Hay que agradecer en esta noche a USER . Gracias de verdad por conseguir movilizar a la izquierda. #ElecccionesGenerales28A,joy
4736,"Leer es para maricas. Los verdaderos hombres no leemos si no es para hacer cuentas. Morimos así, hablando un solo idioma, trabajando toda nuestra vida. Prepararse es para putitos afeminados #DiaDelLibro",disgust
4737,"Sin duda, e independientemente de los resultados de #GAD3, el grupo de #UnidasPodemos28A deberá replantearse qué tipo de dirigentes tiene en Castilla-La Mancha. Me llega mucha desilusión de sus bases allí #LaCafeteraConfianza #ElecccionesGenerales28A #EleccionesL6",sadness
4738,Qué complicado va a ser para los macristas criticar el libro de Cristina. Van a tener que leer. #Sinceramente #DiaDelLibro,others
4739,Una pena el devastador incendio en la Catedral de #NotreDame. Una pérdida irreparable del patrimonio cultural de nuestro planeta. https://t.co/Sfv3SFefk8,sadness
4740,Libro recoge y analiza el cine chileno durante la dictadura #diadellibro https://t.co/9G3yEwMNPo,others
4741,#JuegodeTronos Ahora quede perdida... cual era el papel de Bran..un cuervo de tres ojos para que https://t.co/9HhlppCEbf,others
4742,"Hoy es un día perfecto para un auto regalo, ya terminé de leer todos los libros que tenia pendiente, iré por uno nuevo :) #DiaDelLibro",joy
4743,Todo Explicado: Episodio 3 Temporada 8 Juego de Tronos Análisis Batalla de Invernalia Todos los detalles aquí: https://t.co/jBMv1GmwEJ #Arya #JuegodeTronos #GameofThrones #NightKing #AryaStark https://t.co/4sJeW72IrB,others
4744,"#30Abril Éste idiota no sabe ni escribir un tuit en español #GuaidoOtraVezFracasó ,cómo que le están estafando con el curso de español. Jajajajaja 🤣🤣🤣🤣 #Venezuela #PuebloEnMirafloresConMaduro https://t.co/UOSo5dgfK8",anger
4745,Ahora si! Gracias por salir a votar!#HoyUnidasPodemos #ElecccionesGenerales28A https://t.co/fL62L2YYM3,joy
4746,"ibas por ahí con tanto tesón afirmando realidades que cuando el cielo se encapota y el mar violenta tus sentidos, quedas completamente vacío. #microcuentos #diadellibro",sadness
4747,"#DiaDelLibro | Conoce los libros favoritos de nuestros invitados durante las ""Entrevistas Literarias"" del programa especial ""Literatura en Tiempos Modernos"". ¡Conéctate! #SoyUNIPAZ 🔴https://t.co/zfT5wxrVFs … … … 🔵https://t.co/Vwpvjn8TB1 … … … 📻: https://t.co/Z2a3FnXwMm https://t.co/gm561vzklz",joy
4748,Atención! #venezuela Leopoldo López ingresa en la Embajada de Chile tras ser liberado | Internacional | EL PAÍS https://t.co/zH5MTFsHTQ,others
4749,"Yo no sigo al Barcelona pero uno tiene que ser muy ciego o muy pendejo para criticar la calidad de fútbol de #Messi, por favor es el amo de los tiros libres!!! Su fútbol es único. Que hermoso es disfrutarlo. #ChampionsxEspn #ChampionsLeague #BarçaLFC #BarcelonaLiverpool #Barça",joy
4750,"Gran propuesta del #Liverpool que ya merece premio, pero sino concretan lo van a sufrir #ChampionsLeague",others
4751,"Batman en adopción, sí, es el mismísimo Batman. #ChampionsLeague #DiaDelTrabajo https://t.co/Inmrrcg98L",others
4752,¿Y el Senado? ¿Es que nadie va a pensar en el Senado? #28A #ElecccionesGenerales28A,others
4753,"Pues lo del chasquido de Thalnos ha sido real, al menos en los escaños del PP #EleccionesL6 #ElecccionesGenerales28A #EleccionesRTVE #Elecciones2019 https://t.co/1UVUshyIwU",others
4754,Pero Messi es imposible. Capítulo 600 #Messi600 #ChampionsLeague #genio #crack #DiaDelTrabajador https://t.co/1Sq9iJmv5r,others
4755,"Si usted fuera Maduro, ¿Qué haría después de lo de hoy? No responda con el deseo, trate de pensar como si fuera él. #Venezuela Abro hilo👇🏻 #30Abr",others
4756,#Venezuela: qué se sabe de lo que está pasando fuera de Caracas. https://t.co/UBPfHsZADT | USER,others
4757,"USER USER USER oiga don Cristian, acá en chilito eso ha pasado un montón de veces, y cosas peores en plena democracia. O no ha visto como tratan a las señoras verduleras en #Temuco ? o ve las noticias de #Venezuela no más?",others
4758,Tibia reacción del gobierno español con la situación en #Venezuela #concepto,others
4759,Sea el #diadellibro o #diadelalenguaespañola sería bueno recordar los buenos hábitos con ambos... https://t.co/rPDJBQg6Pr,others
4760,Terrible pérdida para la historia de la humanidad. 856 años de historia destruidos por el fuego 🔥 #NotiQrramba #Paris #NotreDame #NotreDameonfire https://t.co/mjbcgC1fp7,sadness
4761,#ElecccionesGenerales28A solo con ver que UP ha duplicado casi a vox me voy a dormir contento,joy
4762,"#Scouts #YouthForClimate #FridaysForFuture #alborada434 ""Algunos dicen que estamos luchando por nuestro futuro pero no es cierto, estamos luchando por el futuro de todos y no pararemos hasta lograrlo"" 🌻#GretaThunberg https://t.co/z15xVMCvJe",others
4763,"Goooool Messi y el segundo, de rebote vale igual #ChampionsLeague",joy
4764,"Ver salir al USER desde el fondo y llegar al arco rival en 8"" , es orgasmico. #ChampionsLeague",joy
4765,Todos buscando causas de #NotreDame y ellos lo sabían desde el principio https://t.co/sSSxsUTNgu,others
4766,#LaQuiniela #LaLiga Recuerda sellar #1X2 antes de las 13:00 hora peninsular 😆 #28Abril https://t.co/gvAloIN0f1,others
4767,Bueno... veremos morir... Eso sí vemos algo... porque la calidad es un verdadero truño. #JuegoDeTronos #GameOfThrones  #VivePoniente #Got8x03,others
4768,Todos le lloran a un puto monumento de mierda... pero nadie llora por las vidas inocentes que se han perdido por la guerra santa. El hombre le ha dado más valor a lo material que a lo existencial. ¡Vaya mierda de sociedad! #NotreDame #NotreDameCathedralFire https://t.co/ZSOFxncfry,sadness
4769,Por favor que alguien me de información del estado de Rhaegal #VivePoniente #GameofThrones #Got #JuegoDeTronos #GOT8x03,fear
4770,#GretaThunberg emociona al #ParlamentoEuropeo con su discurso contra el #cambioclimático: 'Se acaba el tiempo' https://t.co/j5U7qJgJyB vía USER #conRderuido No al #ruido y Sí a la #salud y a la #convivencia Información y formación para decidir,others
4771,#GretaThunberg https://t.co/TXICjR1vef Que mas se puede agregar? Esta nena es todo lo que esta bien!,others
4772,“¡Yo vi jugar a Lionel Messi!” - exclamaré con una sonrisa 30 años después. 🤩 #CHAMPIONSxFox #ChampionsLeague,joy
4773,"#venezuela | Mike Pompeo: ""Maduro tenía un avión listo para irse a Cuba y los rusos le dijeron que debería quedarse"" https://t.co/kF4jIPp3TA https://t.co/M3MVZoDsSP",others
4774,Luego dicen que es el barsa el que roba.. #ChampionsLeague,others
4775,USER Yo se a quien le fascina el dia de hoy #DíaDelLibro a la gran escritora Betina.🤙👍,others
4776,"Feliz #DiaDelLibro a todos en especial a Neto Muyshondt que lee más de 100 libros al año, incluso cuando va conduciendo.",joy
4777,"Es curioso, lloramos por la catedral de #NotreDame y se nos olvida que Napoleón arrasó las iglesias españolas en su invasión destruyendo documentos y registros valiosísimos.",anger
4778,"Oyen eso, derecha? Es el silencio! #EleccionesL6 #EleccionesGenerales #ElecccionesGenerales28A https://t.co/MFrZC6UTrY",joy
4779,"Ayer tuve mi momento gilipollas con lo de Notre Dame y hoy me entero que en 'na y menos' lo van a solucionar. Me ha INDIGNADO (siendo suave) y me ha cabreado muchísimo porque para otras catástrofes nadie se acuerda, ni hay dinero. Nunca. #hipocresia #NotreDame",anger
4780,"No se requiere un análisis demasiado sesudo para saber de qué va lo de #Venezuela Dime quién te apoya y te diré quién eres. Viendo los ""apoyos"" es casi una obligación apoyar lo contrario. Aquí el apoyo de USER , USER y USER (Hilo)👇 https://t.co/bvNtIatIvP",anger
4781,"USER USER USER Primero es plaza altamira y segundo, estamos luchando por una mejor venezuela para nuestros hijos.....vamos que si se puede #secelausurpacion #venezuelalibre #Guaidosisepuede",others
4782,Nunca dejaré de admirar la belleza arquitectónica de las iglesias. Lástima por lo de #NotreDame,sadness
4783,Cuándo he ido a votar han tenido que coger una regla porque de lo llenas que estaban las urnas los sobres no acababan de entrar. No sabéis lo feliz que me hace saber que hay gran movimiento. #28A⁠ ⁠ #Elecciones2019 #ElecccionesGenerales28A,joy
4784,USER Mucho animo y coraje al pueblo venezolano. #FreeVenezuela #VenezuelaLibre,joy
4785,"La majestuosa, imponente y sublime Catedral de #NotreDame no tiene la culpa de haber albergado a pederastas y toda la mierda que representa la iglesia católica, una cosa es la obra de Arquitectura DIVINA y lo otro es un mierdal de gente... Para los que celebran su destrucción.",anger
4786,¿Mejor actuación masculina del capítulo? #JuegodeTronos,others
4787,Por todos esos mundos que he conocido y conoceré. Por todos los que les gusta ir a todos esos mil mundos que guardan los libros xd ¡Feliz #DíaDelLibro a todos! ✨,joy
4788,Me estáis dando una envidia los de País Vasco... ojalá aquí en Andalucía no hubieran habido votos para el trifachito #ElecccionesGenerales28A,anger
4789,"Arquitectura única, seriamente dañada, esperamos su restauración, quedando en nuestros recuerdos #NotreDame https://t.co/0wZevwVDig",others
4790,Qué mejor que leer y recordar a escritoras mexicanas en este #DiaDelLibro https://t.co/Zx4qaJgJc6,others
4791,Porque en vez de regalar dinero a tantas personas sin trabajar Sr. USER mejor no le regalan libros. #DíaDelLibro,others
4792,Aproximadamente un 10% de Epañita ha votado a VOX. ÉSA gente nos odia por quienes somos. No lo olvidéis aunque tengamos una victoria aparente #ElecccionesGenerales28A,disgust
4793,#ChampionsLeague 🏆 #ENVIVO ⚽️ ¡Descanso en España! 🆚 #Barcelona 1-0 #Liverpool 📲💻 Incidencias del encuentro ⬇️ https://t.co/UmQRyRRuug,others
4794,Miércoles con M de Messi. #ChampionsLeague ¡Buenos días!,others
4795,#ChampionsLeague Qué triste la vida de aquel que no puede/quiere disfrutar de #Messi. #Barcelona 3 - #Liverpool 0,sadness
4796,"‼️La catedral Notre Dame de París, con su arquitectura gótica, contenía mucha simbología filosófica y esotérica❗ #NotreDame https://t.co/eIumcVymOW",others
4797,Lo bueno es que hoy hay #ChampionsLeague #UCL #BarcelonaLiverpool !!!,joy
4798,Incendio en la Catedral de #NotreDame https://t.co/Horub8odNE #Francia se enfrenta a una nueva catástrofe nacional en uno de sus peores momentos políticos.,sadness
4799,"Así estaba el 22 de marzo cuando le hice esta foto mientras paseábamos davidfigueras y yo. No entramos, había una cola enorme y no teníamos tiempo. Ahora me arrepiento. 😔 #notredame https://t.co/pAkDntneuo",sadness
4800,#VenezuelaLibre esta matanza a sangre fria tiene que terminar!!!! FUERZA VENEZUELA 🇻🇪🇻🇪🇻🇪💪🏻💪🏻,anger
4801,"#DiaDelLibro 📚📖📉 De acuerdo con los resultados del Módulo de Lectura (MOLEC) de 2019, hay una disminución de la población lectora de libros en México, pues ha pasado de 50.2% en 2015, a 45.9% en 2016, 45.3% en 2017, 45.1% en 2018 y 42. 2% este año https://t.co/qpoicNYMbb",sadness
4802,Orgullosa de mi país que ha frenado a la extrema derecha en las urnas 💪🏻#ElecccionesGenerales28A,joy
4803,"USER Me regalaron café chiapaneco; solo falta calentarlo... pero no radico en la ciudad. :( ¡Además, hoy es tarde de #ChampionsLeague! XD 🍺😄👍🏼 • ⭐️⭐️⭐️⭐️⭐️ https://t.co/mD8lXP0Myd",joy
4804,"#DiaDelLibro La verdad que leer ayuda mucho. Expone a la gente a ideas nuevas, permite reflexionar sobre ellas, ser mas crítico y tener buenas conversaciones. Es la celebración de la palabra escrita, una de las invenciones esenciales del ser humano.😀 #SantJordi",others
4805,No está mal empezando una presidencia dando las GRACIAS... #ElecccionesGenerales28A #28APSOE https://t.co/Uxp2DVVGmq,others
4806,"Maldita sea... Me siento tan desinformado.. #SinLuz, sin conexión decente a #internet, sin nada... Y con #rumores de sobra que coño es lo que realmente pasa o pasó con USER #losMilitares y demás en este #30abr en #venezuela?",anger
4807,"Lo que no pudieron lograr nuestros abuelos y bisabuelos, lo hemos logrado nosotros, debemos sentirnos orgullosos. #ElecccionesGenerales28A https://t.co/zvuPMqVTxC",joy
4808,"Golpe brutal del Barça buscando esa final, estupendo resultado pero aún falta la vuelta, 0 confiarse. ¡Vamos!, ¡VAMOS BARÇA! 💙❤ #ChampionsLeague",joy
4809,"Es lamentable que se queme tanta historia en #NotreDame Lamento el dolor de mis hermanos franceses, aunque es una pérdida para el mundo. Gracias a Dios que se preservaron muchas piezas valiosas.",sadness
4810,"Qué poca gente sabe cómo votar al Senado. No sé, por si a alguien le da qué pensar. #ElecccionesGenerales28A",others
4811,"Falta total de concentración de mi Barca, a sacar la casta, no hay olla de presión que aguante a este equipazo si se pone la pila #championsleague",surprise
4812,USER USER USER USER USER USER USER USER Si os gusta se agradece un retuic 🔁 ❤ #JuegodeTronos #AryaStark #GameOfThrones,others
4813,Feliz día para todas las personas que disfrutan del valor de los #libros. #DiaDelLibro https://t.co/NEWSq8LN2D,joy
4814,El mejor jugador de la historia!!! #D10S #ChampionsLeague #VamosBarça #BarçaLFC https://t.co/7EyMTNv7ix,joy
4815,Ahora mismo ME SIENTO ORGULLOSO DE SER ESPAÑOL JODER. #ElecccionesGenerales28A 🇪🇸🌹,joy
4816,"Hay más mala leche, celos y tensión en una sola reunión de las WAGS del FCBarcelona que en todas las temporadas de #juegodetronos",others
4817,"El secretario general de vox diciendo: noche triste para la izquierda. Ve esta foto, mira a la izquierda y no Le da ""pa más"" #ElecccionesGenerales28A https://t.co/F20j3Utau4",others
4818,Así se vive el ganar un Campeonato. #Barcelona se levó su trofeo 34 de #LaLiga 🇪🇸 https://t.co/q4bMaVUxvG,others
4819,Feliz con los resultados de la izquierda en #España Año de elecciones decisivas. Vamos ahora en mayo por #Madrid... y luego #Argentina ! #28A #ElecccionesGenerales28A,joy
4820,"Gana el frente popular. Nos agarraremos, vienen curvas… #ElecccionesGenerales28A",others
4821,Puede ser que haga todo bien??? #Messi #ChampionsLeague,surprise
4822,"No puedo creer que hoy hace exactamente un año estábamos visitando siglos de historia, una lamentable pérdida por dónde se la vea. #notredame #tbt #HaceUnAño… https://t.co/d6qDgqowRS",sadness
4823,Tío la peña es muy ingeniosa con lo de las #ElecccionesGenerales28A me estoy estallando JAJA,joy
4824,"Greta Thunberg, la joven activista, es nominada al Nobel de la Paz por su lucha contra cambio climático https://t.co/grMgvpu8yY #GretaThunberg #CambioClimático",others
4825,Greta Thunberg en el escenario #gretathunberg https://t.co/5ftfpND3sz,others
4826,"En el día del trabajador, los millonarios trabajan para el pueblo #ChampionsLeague #1Mayo",others
4827,El último capitulo de #JuegoDeTronos ha sido sencillamente espectacular. Vaya final... la banda sonora es también brutal. Pero que le den un #razzie al de imagen (casi me dejo los ojos tratando de vislumbrar algunas escenas) #juegodetronos8x03,joy
4828,¡EL REY DE #LaLiga! ¡10 títulos para Leo Messi en 15 campeonatos españoles disputados defendiendo la camiseta del Barcelona!,joy
4829,"#GretaThunberg: Nosotros solo somos niños que protestan, no deberíamos estar haciendo esto,, sentir que nuestro futuro está amenazado hasta el punto de tener que faltar a clase por luchar. Es un fracaso de las generaciones anteriores que no han hecho nada. https://t.co/oW1Alc0JhT",sadness
4830,#LaLiga 🏆 | #BarçaLevante ⚽ 😴 Messi repite suplencia ante el Levante 👑 El técnico quiere al '10' concentrado al cien por cien para la Champions ▶️ https://t.co/6PfBqd8cd8 https://t.co/htykpYFAgj,others
4831," USER Desde tu ventana en TV se puede ver tu esfuerzo por hacerlos brillar a pesar de la ""mugre indiferencia"" que el estado les tira, algún día valoraremos lo nuestro, no pierdo la fe. Lamentable para la historia lo de #notredame",sadness
4832,"USER Pues está claro, que San Jordi se celebra en algunas zonas y el libro es universal. Y hay veces que se utiliza a San Jordi como fiesta del libro y no es así. Me encantan todas las fiestas de todos los sitios pero una cosa es #DiaDelLibro y otra #SantJordi",joy
4833,Media hora. Y muchos nervios. Preparándome por todo lo que pueda pasar hoy. #ElecccionesGenerales28A #28A,fear
4834,"Lo de hoy debió haberse hecho hace un año... Espero que ahora ya lo dejen gobernar tranquilo y dejen de poner trabas a todo. Y si en 4 años no ha ido bien, pues se vota a otro. #ElecccionesGenerales28A",others
4835,"USER Sus años en política doblan la edad de #GretaThunberg. Ha pasado por PP, PSOE y Ciudadanos. No creo, sin embargo, que usted esté confundido. Su conservadurismo es coherente a los partidos que dañan la tierra. Yo apoyo la ciencia, yo apoyo a USER y USER .",others
4836,Cuando terminas de ver GoT 8x03 #ElecccionesGenerales28A #JuegoDeTronos https://t.co/hg0rTNRc13,others
4837,Siempre hay una historia en la cual perderse un rato. #DiaDelLibro,others
4838,Lo unico bueno que saco de hoy es que mañana hay #JuegodeTronos 🤷🏽‍♀️👐🏽,others
4839,"En foodtopia , apoyamos que jóvenes y profesores dejen de ir a clase , hasta que organicen la agricultura urbana y periurbana que les garantice el alimento. #greenpeace #CambioProfundo #FelizJueves #Followthefood #FridaysForFuture #BCN #GretaThunberg #GreenNewDeal",others
4840,"No nos creemos lo que ha pasado. Con lágrimas en los ojos, esta es nuestra CRÍTICA del 08x03 de #JuegodeTronos https://t.co/Eh28z34mWU https://t.co/0Zro2W1e2W",sadness
4841,USER Que tengas un hermoso día y un feliz dia del trabajo!! hoy ganamos💪⚽😜😜 #ChampionsLeague #Barça,joy
4842,"No Bran, que es el arma secreta!! sin el están acabados esta vez de verdad #gameofthrones #juegodetronos",fear
4843,"#GretaThunberg , una estudiante de 16 años de #Suecia, está preocupada por el #MedioAmbiente y hoy más que nunca es necesario compartir sus palabras, un símbolo de lucha contra el #CambioClimatico y una necesidad USER .#EducaciónAmbiental #26EA https://t.co/KctIUFJKpZ",others
4844,"El mejor libro, todos los que he leído, el más genial el que estoy leyendo #DiaDelLibro",joy
4845,Vidal le da alma al equipo #UCL #ChampionsxFOX #ChampionsLeague,others
4846,"#NotreDameEnLlamas #NotreDame #Paris #ParisFire Muy triste la noticia del incendio de la iglesia de ayer en París. BnosDías, sed felices y el que esté libre de toda duda que... Arde en París la iglesia en la que se rodó 'El código Da Vinci' https://t.co/p5Z1WQYmsk vía USER",sadness
4847,"Un 3-0 es buen resultado pero los de Liverpool te encajan esos goles en 15 min. Así que, esto no termina. Recién comienza #ChampionsLeague",others
4848,Estoy consternado. No creo poder superarlo jamás... Adiós. #GameOfThrones #JuegoDeTronos #LyannaMormont https://t.co/l4kSSBYrkM,sadness
4849,"El Real Valladolid está siendo, de forma absolutamente destacada, uno de los equipos más perjudicados esta temporada. El 99% de las decisiones, les perjudican. Y que no cuenten películas. #LaLiga",anger
4850,Buenas USER y USER tarde de #RascolRMX y #ChampionsLeague USER https://t.co/XVLxg6AhGT,others
