id,texto,emocion_original,grupo,estudiante
2100,"Fotografía de la estudiante sueca de 16 años Greta Thunberg, líder del movimiento estudiantil internacional contra la inoperancia de los países más poderosos ante el cambio climático. #GretaThunberg #ClimateMovement #FridaysForFuture #28A https://t.co/hplUXy5l5Y",others,K,2
2101,Una cosa es la lealtad de las #FuerzasArmadas y otra la complicidad ante las violaciones masivas a los #DerechosHumanos #VenezuelaLibre,others,K,3
2102,"Va más allá de la religión, aunque sea un símbolo del cristianismo, sino que se perdió una construcción antigua e histórica que marcó a occidente. Los que festejan ésto son los que no ven más allá de SU ""religión"" o ideología. #NotreDame https://t.co/gS79rCCPoN",sadness,K,3
2103,"Vergonzoso lo de Messi haciendo la croqueta como si lo hubieran matado , deberían expulsarlo por simular una agresión #ChampionsLeague",anger,K,3
2104,Este mago de #Chagall debería realizar el truco de su vida y resucitar a #NotreDame. https://t.co/rNSISuUTIE,others,K,3
2105,Acabo de ver el ultimo episodio de #JuegodeTronos y ha sido EPICOOOOO!!!! MARAVILLOSO! Que grande es esta serie https://t.co/IcBzFmW3CN,joy,K,3
2106,0-2 perdiendo Liverpool cuando ha jugado muy bien. La diferencia la contundencia. #CHAMPIONSLEAGUE,others,K,3
2107,"¡SE ACABÓ! Gracias a un gol de Suárez y doblete de #Messi, el USER sueña en grande con la Final de la #ChampionsLeague tras vencer 3-0 al USER en la Ida de las Semis. Cifras: https://t.co/S3JZ0EkvY5 📸 Reuters https://t.co/zjrJtLaw3g",joy,K,3
2108,El mejor puñetero capítulo de la historia de las series. INIGUALABLE. USER Cásate conmigo! #JuegoDeTronos #GameofThrones https://t.co/mq8s8u1ISV,joy,K,3
2109,Surgen Voluntarios para la pronta restauración de #NotreDame https://t.co/lfZtYPSH0q,others,K,3
2110,"🇸🇪 ¿Quién es la activista sueca #GretaThunberg, nuevo símbolo de una generación abocada a crear conciencia sobre el tema de cambio climático? https://t.co/A3dp5hMwt7",others,K,3
2111," USER sobre #Venezuela ""Con violencia no se sale"". https://t.co/FDzaYBXflR",others,K,3
2112,La culpa de que vox este donde esta es de los medios de comunicación que Le han dado publicidad. #ElecccionesGenerales28A,others,K,3
2113,No puedo gestionar mis emociones en este momento. Bye. #JuegodeTronos #GameofThrones,sadness,K,3
2114,#DíaDelLibro: El bajo índice de lectura de los #mexicanos no detiene a los libreros en un mercado que creció alrededor de 0.9% y alcanzó un valor de 10 mil 125 millones de pesos.👉https://t.co/5Tbv7NT9TM https://t.co/wucCZoyZZ5,others,K,3
2115,QUE GOLAZO POR FAVOR!!!!! #Messi 3-0 #Barça #ChampionsLeague,joy,K,3
2116,Parece local el Liverpool Barcelona solo a la contra #ChampionsLeague,others,K,3
2117,Abascal ya puede seguir viviendo del cuento como diputado a ver cuantas intervenciones hace cuantas propuestas plantea etc o si solo va por el iPad la tarjeta y el sueldo y dietas #ElecccionesGenerales28A,anger,K,3
2118,"Oís eso? ES EL SILENCIO, el silencio de de la derecha acojonada viendo como la izquierda va acabar gobernando #Elecciones2019 #EleccionesGenerales #ElecccionesGenerales28A #ELECCIONES #EleccionesGenerales2019 #EleccionesGenerales28A",joy,K,3
2119,#LaLiga | 14' Tarjeta amarilla a Ivan Rakitic; se perderá el #CeltaBarça por acumulación de tarjetas USER 0-0 USER #ENVIVO ⚽ https://t.co/AGiaY4aFbm https://t.co/VoFReiyAos,others,K,3
2120,"#INTERNACIONAL #GretaThunberg, propuesta al #NobelDeLaPaz🕊️ por su lucha climática #CdVictoria https://t.co/PlirsyCllk https://t.co/WG9QgGCMZG",others,K,3
2121,USER USER USER Su tuit no refleja más que la ignorancia de la persona que lo ha escrito. #VenezuelaLibre,others,K,3
2122,😂 😂 😂 😂 Jamás he disfrutado tanto viendo USER y su especial #ElecccionesGenerales28A #Ceuta #SeAcabaElChollo,joy,K,3
2123,Siglos de historia de la humanidad y cultura europea a la basura. Realmente me duele ver en los hashtags que se rían del tema. Respeten o mejor cierren la puta boca. #NotreDame,anger,K,3
2124,No hay poder sobre la voluntad del pueblo #Venezuela,others,K,3
2125,"Dijo el papa que el Vaticano no piensa poner un euro en la reconstrucción de #NotreDame, que de la historia de hagan cargo los fieles, va, nada nuevo dijo... #Miserable",others,K,3
2126,Que estén claras las reglas desde un principio y de acuerdo todos. Ni tendrían porque no aceptar el resultado final. Ahí no hay excusas de mano negra o malos entendidos. #nomastomas #EmblemáticosUnidos #SalvemosLaEducaciónPública #NotreDame https://t.co/if4FZHHJ8M,anger,K,3
2127,"Esta sensación de que haya desaparecido un lugar hermoso en el que nunca estuviste, creo que resuena con esa sensación tan humana de lamentar vidas que ya no es posible vivir #NotreDame",sadness,K,3
2128,"La palabra libro, está muy cerca a la palabra libre. Sólo la letra final las distancia: la O de libro y la E de libre. - Sergio Pitol #DíadelLibro #INJUDET https://t.co/6mT5jZ0fCq",joy,K,3
2129,"El complejo arquitectónico de #NotreDame presa de las garras de las llamas. Un triste y duro daño a la Humanidad. La oscuridad abrasa los rincones, pero el fuego apaga la vida.",sadness,K,3
2130,Mis amigos y yo viendo como una NIÑA termina con los malditos CAMINANTES BLANCOS Este capitulo debió pasar el 30 de abril #AryaStark #GoT #JuegodeTronos #MueranLosCaminantesBlancos https://t.co/GGBPGp5MMM,others,K,3
2131,"No es que no te guste leer, es que no has encontrado el libro correcto. #DiaInternacionalDelLibro #diadellibro #PrepaTec",surprise,K,3
2132,"#ChampionsLeague #CHAMPIONSxESPN el árbitro a favor de Liverpool ?. El único favoritismo es de los narradores de #ESPN hacia el Barcelona, ridículos.",anger,K,3
2133,"Un día lamentable. Se perdieron años de historia, de cultura, de arquitectura... Me siento devastada al ver las imágenes del incendio de la catedral de #NotreDame en #París https://t.co/5RRYIsTX83",sadness,K,3
2134,HOY JUEGA EL MEJOR EQUIPO DEL MUNDO!! ♥️💙 #ForçaBarça #ChampionsLeague https://t.co/xfMTlzfL51,joy,K,3
2135,Dice #Messi que tiene los huevos llenos de jugar amistosos que cuando empieza la #ChampionsLeague,others,K,3
2136,"La verdad es muy penoso lo de #NotreDame pero más penoso es el 4,7 de inflación de la Argentina",sadness,K,3
2137,⚽️⚽️ ¡Comienza el Barcelona - Levante! #BarcelonaLevante #LaLiga puede quedar totalmente decidida hoy si el Barcelona consigue la victoria. Apuesta aquí 👉 https://t.co/xmTV5AFfSi https://t.co/zFz6kQCgvQ,joy,K,3
2138,"EMPIEZA!!!! Podemos estar ante el mejor episodio de la historia, nervios. #JuegodeTronos #GoT #GameofThrones",surprise,K,3
2139,Hoy día grandioso además del #DiaDelLibro también es el día de la #germanbeerday en Alemania. 😊😊😊😊😊🤤 https://t.co/3WfKh3XHmQ,joy,K,3
2140,Acabo de ver #juegodetronos y solo puedo decir que es lo mejor de este jodido mundo! 🤩,joy,K,3
2141," USER Yo podría crear una enciclopedia de olores 🤣 tengo un don para percibir y distinguir un abanico infinito... y para todos los gustos y ""disgustos"" jajaja 🤷🏻‍♀️🤦🏻‍♀️ #LaLocaDeLosOlores #DiaDelLibro",others,K,3
2142,Qué hermoso tiempo para estar viva y ver a #Messi jugar de forma tan hermosa fútbol. #ChampionsLeague #BarcelonaLiverpool,joy,K,3
2143,#Messi dando cátedra de cómo anotar un tiro libre. Leo llega a los 600 goles com #Barcelona y lo hace en la #ChampionsLeague con uno de altura. Su primer gol fue el 1 de mayo de 2005; 14 años exactamente después el número 600. #fútbol | https://t.co/5E5wcIMK0N,joy,K,3
2144,"USER en su cargo de representante de nuestro #Pais y como la institución #Presidente,no puede avalar causas violentistas y que transgreden derechos internacionales,acogiendo en nuestra embajada en #Venezuela a Dirigentes Golpistas.Nos expone innecesariamente unavezmás",others,K,3
2145,"¡Tomaaaa! Estoy viviendo un momento único!!! ¡¡El Psoe ha ganado en Murcia, no me lo puedo creer!!! Voy a llorar 😭😭😭 #ElecccionesGenerales28A",joy,K,3
2146,"""Me lo has arruinado"": El gran error en el primer capítulo de #JuegoDeTronos con Daenerys Targaryen https://t.co/IT2N4zASmK",others,K,3
2147,Lamentamos la perdida histórica y Cultural que hoy Tuvo en París Francia el incendio en La Catedral de #NotreDame un Gran sentimiento de tristeza https://t.co/BXPjqPHVtU,sadness,K,3
2148,Golazooo de #Messi demostrando porque es el mejor ⚽ Apague y vamonos. #ChampionsLeague,joy,K,3
2149,Bueno si Leopoldo está en la jugada es una buena señal! #venezuelalibre,joy,K,3
2150,Quien está poniendo en peligro la semana Santa? Mato he... #ElecccionesGenerales28A https://t.co/wasrSGkrkY,others,K,3
2151,"Esta noche vuelve a una semifinal de la #ChampionsLeague el #FCBarcelona contra un duro rival, muy peligroso y con mucho talento el #Liverpool Esperamos que sea una noche mágica para el Barça! #ForçaBarça #BarcelonaLiverpool",others,K,4
2152,"USER Felicitamos , a civil eats desde foodtopia , tenéis toda nuestra ayuda para eliminar los plásticos del alimento.#comer #saludhumana #GretaThunberg",joy,K,4
2153,"Algunos leen por ocio, otros por cultura, y unos pocos para labrarse un futuro mejor. Sea cual sea el motivo nunca dejes de leer un libro. ¡Feliz día del libro! #DiaDelLibro #Somoscultura… https://t.co/TxYYuavX1L",joy,K,4
2154,"Es triste que un pais tan hernoso y Noble como #Venezuela tenga que pasar por esta situacion, donde cada quien lucha por sus propios intereses utilizando al pueblo como carne de cañón. #DiosJuzgara",sadness,K,4
2155,Si algo ha quedado claro es que a España no le gustan los extremos #ElecccionesGenerales28A,others,K,4
2156,No esperaba para nada ver esta noche el resultado de las #ElecccionesGenerales28A cuando hoy he ido más ilusionada que nunca a votar para ver como el pais no es para nada lo que esperaba. Solo me queda decir #GraciasVox 🇪🇸,surprise,K,4
2157,USER Ocho siglos de vida han luchado durante más de cinco horas por seguir en pie. Tristeza infinita... #NotreDame,sadness,K,4
2158,Me siguen llegando mar videos de la situación de #Venezuela. No puedo precisar cuando sucedió eso pero debe de hacer 2 o 3h horas. #VenezuelaLibre #VenezuelaSeRespeta #30DeAbril #VenezuelaEnBatallaYVictoria https://t.co/vnuNU80Un2,others,K,4
2159,"El presidente de Francia USER informó que cracias a la labor de los 500 bomberos que luchan contra las llamas con gran profesionalidad, se logró salvar la estructura de la catedral de #NotreDame https://t.co/xgHJUrfdmU",joy,K,4
2160,"Disimular, disimular, no es que disimulen mucho los yanquis... 😂😂😂😂 Es lo que tiene tener un tarado unicelular de presidente, la mentira es demasiado compleja para él.. #Venezuela #GolpeDeEstado #VenezuelaLibre #TodaVenezuelaALaCalle #FuerzaVenezuela https://t.co/OrbvTxo4F6",anger,K,4
2161,"Leo tantas tonterías en el hastag #NotreDameEnLlamas Os recomiendo el documental ""La vida sin nosotros"". Sin el ser humano, la Tierra tardaría sólo entre 200 y 300 años en borrar cualquier vestigio de nuestra civilización. Un poco de humildad como seres humanos, por favor.",anger,K,4
2162,"#BarçaLFC l #ChampionsLeague 🎙 ""Estamos en un momento muy lindo. Tenemos que estar unidos: jugadores y afición. Lo vamos a conseguir juntos. No es momento de criticar a nadie. Es feo ver que despidan a Coutinho así. No entro si estuvo bien o mal. Hay que estar juntos"" - Messi https://t.co/0eLhzvISn3",others,K,4
2163,"#FCBarcelona CAMPEONES DE LA #LaLigaSantander 2019 DESPUÉS DE VENCER (1-0) AL #LevanteUD CON GOL DEL INCONMENSURABLE LIONEL #MESSI. GANAN ASÍ, SU (10MO)🏆 EN LOS ÚLTIMOS 15 AÑOS Y EL 26 EN TODA LA HISTORIA!! #FORCABARCA #VIZCABARÇA #LaLiga Foto: https://t.co/V9i92VPm7P https://t.co/1NBsYokwln",joy,K,4
2164,USER Que mal eres chavista? ! Por pensar así no vas a salir de pobre ajajaj. #VenezuelaLibre #MaduroNoEsNadie,others,K,4
2165,Gol 600 y que mejor manera de hacerlo. #ChampionsLeague el mejor del mundo #Messi600 https://t.co/ePwnwu56A8,joy,K,4
2166,Invitamos a todos los estudiantes en Bogotá hoy a unirse al paro estudiantil para exigir al gobierno tomar medidas en contra del cambio climático! La manifestación se llevará a cabo a las 10.00am en la plaza simón Bolívar #gretathunberg #fff #fridaysforfuture #climatestrike,others,K,4
2167,"#Sam es la mera verga del capítulo, peleó acostado toda la madriza y sobrevivió #JuegodeTronos #GameofThrones",others,K,4
2168,"El presidente USER amenazó con un embargo total a Cuba, si los militares cubanos no cesan operaciones de apoyo al gobernante #Maduro en #Venezuela USER https://t.co/d57gNIhchF",others,K,4
2169,"Muchos periodistas reconocidos y voceros de renombre convergen esta tarde en una palabra: ""Negociación""... No crean que este episodio terminó temprano. Por ahora, atentos a las 6 PM. #30Abr #Venezuela",others,K,4
2170,#ponlepalomitas en el #DiaDelLibro y lee que es unos de los placeres de la vida y es gratis jajaj,joy,K,4
2171,"Estamos celebrando que Vox ""sólo"" ha sacado 23 escaños. Ojo, la lucha contra el fascismo empieza ahora. Esto sólo es ganar una pequeña batalla. #ElecccionesGenerales28A",joy,K,4
2172,Buenos días amigos!!!! 🌞☕️🌞☕️🌞☕️🌞☕️🌞 Hoy se juega la ida de la otra semifinal de la UEFA #ChampionsLeague. https://t.co/qRhUc8W1tY,joy,K,4
2173,Y así es como te quedas con la tele encendida sin ver nada recuperando el aliento. Madre de mi vida con #JuegoDeTronos,surprise,K,4
2174,- Liga ✔ - Copa del Rey 🔜 - Champions 🔜 Vamos a por ese triplete jodeeeerrr💪❤💙 #Triplete #ForçaBarça #BarçaCampeon #BarçaLevante #LaLiga,joy,K,4
2175,Follar está bien pero que gane la izquierda es otro rollo. #ElecccionesGenerales28A,joy,K,4
2176,"Duele lo que pasa en #NotreDame, pero duele más el corazón por los que están cerca, el desbordamiento del #ríoMedellín en #Caldas deja más de 140 familias afectadas, ayudemos a quienes tenemos cerca, la solidaridad paisa es ejemplo para el mundo. https://t.co/lV7tiRkyIL",sadness,K,4
2177,Este señor si se puede calificar de esa manera es el verdadero triunfador de estas elecciones enhorabuena a todos los que a veis votado a la izquierda y romper España por completo y poner leyes de género y demás que perjudican a la mitad de la población #ElecccionesGenerales28A https://t.co/DjQyTUFo1P,others,K,4
2178,"Grande Aria, me cago en San Dios bendito!!!! #JuegoDeTronos",joy,K,4
2179,No hay nada como la emoción de leer un libro nuevo y poder viajar entre las historias de sus páginas. #DíaDelLibro📚📖 #ViveContreras #HaciendoComunidad https://t.co/FM3R1xb4xU,joy,K,4
2180,"Sin duda alguna el capítulo de ayer, ha superado al capítulo de la boda roja y a la batalla de los bastardos, que en mi opinión, eran los dos mejores...! Estoy que no puedo! Cuando acabe, quiero tenerla toda en 4K Gracias USER No quiero que acabe! #JuegoDeTronos #Got8x03",joy,K,4
2181,"Salven la corona de espinas, por favor:( #NotreDame",sadness,K,4
2182,Feliz Día del Libro 2019 #DiaDelLibro #BookDay https://t.co/oRNmjrBjqu,joy,K,4
2183,La sonrisa del DT del #Liverpool #Kloop después del golazo de tiro libre de #Messi explica lo genial que es este tipo. #ChampionsLeague ⚽️⚡️✊🏻,joy,K,4
2184,"Una vez que llegó el día, así está la nave central de #NotreDame https://t.co/NmtJseYIlz",others,K,4
2185,"Ya me tomaba bastante poco en serio este panfleto, pero hoy ha conseguido darme verdadero asco. Qué insulto a la verdad, la profesionalidad y la moralidad. Qué panda de malos profesionales y sectarios. #Venezuela https://t.co/wwnytp6pX3",anger,K,4
2186,Entre #Arya y #Endgame fue un fin de semana brutal #JuegoDeTronos !!!😆,joy,K,4
2187,Nadie comenta lo duro que habrá sido para Danerys tener que luchar contra su hijo Viserion. Verlo morir una vez e intentar matarlo de nuevo ella misma. #JuegodeTronos #got,sadness,K,4
2188,los que estáis ahí gritando con rivera NO sois mis putas personas #28A  #ElecccionesGenerales28A #EleccionesL6 https://t.co/dJTPFMi7cG,disgust,K,4
2189,"Fuerza Venezuela, los argentinos de bien estamos con ustedes... Dios los proteja.!! #VenezuelaLibre",joy,K,4
2190,#Terrorismo 🚨 Daesh celebra el incendio de #NotreDame https://t.co/YDFZnjPcuT https://t.co/QDcuC595bm,others,K,4
2191,Últimas firmas de #SantJordi con USER USER USER entre otros. ¡Hoy han estado con nosotros más de 200 autores nacionales e internacionales en este día tan especial! ¡Muchas Gracias a TODOS/AS! 🌹📚🐉 https://t.co/3SpoeZ1Sfh #DiaDelLibro #SantJordi2019 https://t.co/lc9JEDNues,joy,K,4
2192,"VIDEO | Dolor inundó los rostros de los parisinos, relata periodista tico en #NotreDame | https://t.co/uSNRz9F2Tr https://t.co/kDmd1xIfPy",sadness,K,4
2193,El fútbol necesita más Barça-Liverpool #ChampionsMLC #ChampionsxFOX #CHAMPIONSxESPN #ChampionsLeague2019 #ChampionsNaTNT #ChampionsLeague,others,K,4
2194,No se que cojones hacen dando voz al payaso éste. #ElecccionesGenerales28A,anger,K,4
2195,Sabes que es una pérdida irreparable para la humanidad cuando incluso la Iglesia de Satán llora su pérdida. #NotreDameEnLlamas https://t.co/QCPcGHLc5Y,sadness,K,4
2196,"Increíble capítulo de los mejores de la serie!!! Vaya estrés, agobio y me he comido tanto las uñas que creo q he llegado al codo!!!! Maravillosas las guerreras!! Lo han dado todo y algunas incluso su vida #juegodetronos8x03 #VivePoniente #GameOfThrones #Got #JuegodeTronos",surprise,K,4
2197,No pasa nada. El Liverpool sigue siendo favorito esta serie #ChampionsLeague #BarcaLiverpool,others,K,4
2198,"Buen capítulo pero muy predecible, y #JuegodeTronos se caracterizaba porque no sabías por por dónde te iban a salir.",others,K,4
2199,USER escuálidos de mierda viendo su programa favorito que masoquista son los idiotas esos... no les queda de otra mañana amanecen con el mismo presidente #TrumpNotToday #TrabajadoresPorLaPatria #BBMAs #ChampionsLeague,anger,K,4
2200,#DiaDelLibro Cuánto me entristecen las injusticias. Envuo audio porque no quiero hacer hilo. Gracias por escucharlo. https://t.co/fRGqPk68H2,sadness,K,4
2201,A correr que se me perdió el Tete!!!!! No son más que títeres de #EEUU En #Venezuela no se rinde nadie!!! #SomosContinuidad https://t.co/uKrUpQD8jE,others,L,1
2202,La mejor lectura para terminar este #DiadelLibro 👇👇 #NavegantesEnUnBarcoDePapel https://t.co/dZVtA7xE5t,others,L,1
2203,Menos mal que están las semifinales de la #ChampionsLeague porque ya no puede uno con tanta tontería y mediocridad. ¡Voy Liverpool!,others,L,1
2204,"Vaya equipo!! Vaya temporada!! Vaya estadio!! Un verdadero deleite presenciar el triunfo del #Barca en #LaLiga, Una experiencia inolvidable haber estado en tremendo estadio! #BarcaCampeon https://t.co/85P1NBggZ2",joy,L,1
2205,"USER Yo, una biografía de Abraham Lincoln. Nueve años. Mi madre pensó que ese era el momento ..., de los mejores de mi vida! .#diadellibro",others,L,1
2206,¿Por qué es tan difícil comunicar el #CambioClimático? ¿Por qué no moviliza a la gente? No os perdáis este hilo de USER ¡Da en el clavo! 🔝🔝 #FridaysForFuture #GretaThunberg https://t.co/9z2oNcmKR1,others,L,1
2207,El gol de #Messi resumido en fotos. #MessiDe10 #BarçaLevante #ForçaBarça #LaLiga https://t.co/FrecKXq9nm,others,L,1
2208,Estaba buscando fotos de #NotreDame en mi Instagram y encontré fotos con gente que me tiene bloqueada y si le pongo 💚 a su comentario rebota 😂🤣😂🤣😂 Es muy gracioso 😂🤣😂🤣🤣,others,L,1
2209,USER Es hora de que USER presidente de #Mexico tome una posición firme respecto a la crisis en #Venezuela ya no hay espacio para la neutralidad.,others,L,1
2210,#Venezuela El momento en el que tanques chavistas avanzan sobre manifestantes en plena marcha de Guaidó https://t.co/7cJ8chC5wY,others,L,1
2211,Amigos ¿quien se lleva la ventaja esta tarde en la #ChampionsLeague ? #Barcelona o #Liverpool,others,L,1
2212,Messi te amo. Qué golazo por favor. #ChampionsLeague,joy,L,1
2213,"Arya Stari eres la puta ama, espero no muera, merece ser feliz #GameofThrones #GameofThronesSeason8 #JuegodeTronos https://t.co/GAROSQbq5I",others,L,1
2214,Muchos de los que acusan de #Bots a quien critica a USER son cuentas con menos de 8 seguidores!!! ajajaja que chistoso... #DiaDelLibro,joy,L,1
2215,Una de las entrevistas más necesarias e interesantes que puedes encontrar en la prensa de hoy... es a una niña de 11 años. https://t.co/oRPU5nrAaz #GretaThunberg,others,L,1
2216,"Pues nada, que hoy es un gran día. Hemos mandado a donde se merece a la maldita y peligrosa derecha. Gran, gran día. #ElecccionesGenerales28A",joy,L,1
2217,USER un mundo triste pues jajajjaja #DiaDelLibro #Lavidaesmejorconcroquetas,joy,L,1
2218,#DíaDelLibro 📖 10 libros basados en investigaciones periodísticas que no te deberías perder. 👉¿Ya los leíste?👉https://t.co/ZHOttl5jk8 ¿Qué títulos consideras imperdibles? 📚🤔 https://t.co/70LGFykZhA,others,L,1
2219,Como quisiera q la #UEFA #ChampionsLeague estuviera en #beIN o #ESPN #Univision es terrible y lo peor es el Bulgaro ese,others,L,1
2220,⚡️ “El incendio de la catedral de #NotreDame” #AFP https://t.co/ydlIbCDNIm,others,L,1
2221,Me alegro muchísimo por mi primo USER La representación de la provincia está en buenas manos. #ElecccionesGenerales28A,joy,L,1
2222,Las criptas de #Invernalia: ¿terror o esperanza? #JuegoDeTronos #PorElTrono https://t.co/Q58DEuXEzf https://t.co/fOuqULUuVR,others,L,1
2223,En #Valencia la #JuventudPorElClima ha creado sus pancartas con las reivindicaciones. Un gran trabajo! ✌🏼#FridaysForFurture #Fridays4Future #FridaysForFutureValència #GretaThunberg #HuelgaClimatica https://t.co/9XvSE5MD8X,joy,L,1
2224,Que no veo #JuegodeTronos hasta la tarde y se me está haciendo el día eterno,others,L,1
2225,#DiaDelLibro Ají en el culo a los levantaos de raja que solo leyeron Las fantasías sexuales de pinocho con Guzmán,anger,L,1
2226,Definitivamente USER es una desgracia. La forma en que justifica a USER en #Venezuela dan ganas de vomitar. Justifica habernos obligado a votar en su contra. Al parecer el mal escogido sí fue el mal menor.,disgust,L,1
2227,⚽️ Hoy se juega la segunda Semifinal de Ida por #ChampionsLeague 🏆🌍 Dale RT 🔁 si apoyas al #FCBarcelona 🇪🇸 o MG ❤️ si tu favorito es el #Liverpool 🏴󠁧󠁢󠁥󠁮󠁧󠁿 Y sigue todos los detalles en 👉🏼 https://t.co/vwDpKbuNiA https://t.co/HyOXEuvwiU,others,L,1
2228,"El #Vaticano ha recibido con una gran tristeza la noticia del incendio que ha devastado la Catedral de #NotreDame de #París este lunes 15 de abril, “símbolo de la cristiandad en #Francia y en el mundo”. https://t.co/KkSR0u6HW0 USER #oremosporNotreDame",sadness,L,1
2229,"No pude evitar llorar al ver este video desgarrador, a su vez lleno de esperanza, dice tanto en tan pocos segundos; jóvenes unidos cantando a su Madre, a su Patria, consolando no solo a Francia sino a el mundo entero. Estoy segura que como el “Ave Fénix” #NotreDame resurgirá https://t.co/wYV5CovRL5",sadness,L,1
2230,"«Huelga climática» (https://t.co/nefG2KSG9H), columna de hoy en USER Ojalá el planeta se colme de miles de #GretaThunberg; seguro que será más limpio, más sano y menos corrupto. USER USER USER USER USER USER USER",joy,L,1
2231,"#EU no tiene planes (por ahora) para intervenir militarmente en #Venezuela, pero todas las opciones están sobre la mesa, dijo el jefe del Consejo de Seguridad Nacional de la Casa Blanca https://t.co/6I6nRFhKiw vía revistaproceso",others,L,1
2232,"Hoy lloraremos sea lo que sea. Tanto en las elecciones como en la llegada de los caminantes blancos a Winterfell. Yas, agárrense que vienen curvas. 😰😰😰😰 #JuegoDeTronos",sadness,L,1
2233,Les dejo #ElCuadernoDeJimena de esta semana.. lo que une a la afición de los USER y el USER --&gt; https://t.co/a6TOKaZPVQ #ChampionsLeague https://t.co/Mr9vfnr577,others,L,1
2234,#Arya demuestra que después del sexo aumenta el rendimiento 😂🤣 #AryaStark #JuegoDeTronos #GameofThrones,joy,L,1
2235,Y a las 3... nuevo capítulo de #GameOfThrones #JuegodeTronos #VivePoniente,others,L,1
2236,"🌍 #EstadosUnidos y #China son los países que más contaminan en el mundo. Total, #CadaUnoTieneElSistemaPolíticoQueQuieraDarse #EmergenciaClimática #CambioClimático #DESAFÍOTIERRA #ElTiempoCHV #GretaThunberg #Greta #calentamientoglobal #CHVNoticias https://t.co/rjV36cSWjM",others,L,1
2237,Igual alguien tiene que empezar a pedir perdón a #Tezanos #ElecccionesGenerales28A,others,L,1
2238,Una de las mejores formas de aumentar tu inteligencia es leer más. #PeruSiLee #DiaDelLibro https://t.co/gTUgEmJI82,others,L,1
2239,¡ARRANCA EL PARTIDO EN BARCELONA! Duelo de ida de las semifinales de la #ChampionsLeague🏆⚽️ Sigue el juego en VIVO🔴: https://t.co/Lvc8L7e03R https://t.co/gsjIXd9gXE,others,L,1
2240,"#JuegoDeTronos Capítulo chulo, pero con demasiada pelea sin argumento. ¿Cuánto diálogo hay? ¿10 min? Y el final, estaba siendo épico, y con la última escena rompen toda la epicidad.",others,L,1
2241,#FelizDíaDelLibro Si eres suscriptor/a de https://t.co/AND30mokGD ya habrás recibido nuestra newsletter con las recomendaciones para este #DíadelLibro Si aún no te has suscrito ¿a qué esperas? 😉 https://t.co/SQ2lsi68NT,others,L,1
2242,“Con Rivera no” y “sí se puede” gritan en Ferraz los socialistas al nuevo presidente. Esto cada vez me gusta más. #EleccionesGenerales2019 #ElecccionesGenerales28A,joy,L,1
2243,Como esta sufriendo el Barcelona #ChampionsLeague,sadness,L,1
2244,"En este #DiaDelLibro un abrazo a todos los que se crushean con un libro único, un incunable, una joya inalcanzable, porque en ese momento no tenían dinero y no lo pudieron comprar :(",others,L,1
2245,#Venezuela Cámaras de televisión captaron el momento en que una tanqueta militar arrolla a un grupo de manifestantes opositores que protestaban en Caracas. https://t.co/0Aye54qGw6,others,L,1
2246,VISCA BARÇA! Vamos por La Liga! Aunque la defensa del #Levante no se lo está poniendo fácil. #BarçaLevante #LaLiga,joy,L,1
2247,El mejor jugador que he visto #Messi #BarçaLFC #ChampionsLeague #CHAMPIONSxESPN https://t.co/EFE1PKXdns,joy,L,1
2248,"Va a morir hasta el guionista no me jodas,es una masacre #JuegodeTronos",anger,L,1
2249,El nivel de estrés entre tanto trabajo y lo que ocurre en #Venezuela es lo que vivimos los Venezolanos que estamos afuera. Día pesado para muchos. Y la noche será larga. #30Abr,others,L,1
2250,"De #JuegoDeTronos a #Cuéntame, estos son los personajes de ficción que proponemos para presidente del Gobierno #28A #Elecciones https://t.co/28SBlzYBtp https://t.co/oYyqCd9raB",others,L,1
2251,"Desolador ver cómo nos estamos cargando todo. Impotencia, rabia. Más de 800 años de historia en llamas. 800 años. #NotreDame https://t.co/a0G5OOpYuy",sadness,L,2
2252,"Templo, lugar de adoración a un Dios...Klopp, en su afán de calentar la semifinal de #ChampionsLeague solo consiguió motivar más, si cabe, a un equipo se marcó este objetivo desde el fracaso de Roma. #Barca se cita con esa bonita Copa en el Metropolitano de Madrid",joy,L,2
2253,Hay una palabra para lo que va a tener que hacerle Rivera a Sánchez estos días. Fe... #ElecccionesGenerales28A #Eleccionesgenerales,others,L,2
2254,"Amarilla para Piqué por falta a Mayoral, min 69 #LaLiga",others,L,2
2255,Pues me sumo a los elogios del CAPITULACO de #juegodetronos #Got8x03 No me esperaba ese giro final. No en este momento. Magnifico,joy,L,2
2256,Vaya golazo de falta de Messi!!! ⚽️⚽️⚽️ #FCBarcelona #ChampionsLeague,joy,L,2
2257,Los islamistas que quieren destruir Europa y la civilización occidental celebrando el incendio de #NotreDame. Tomemos nota antes de que sea tarde.,disgust,L,2
2258,"USER USER Más aweonao creer que no... Van a pasar años pidiendo plata a los ""fieles"" para la reconstrucción DE #NotreDame mientras el #Vaticano se sigue forrando en plata... Insisto: TARADOS",anger,L,2
2259,"Los que habéis votado al PSOE habéis votado al asesino, terrorista e HDLGP este. No sabéis donde os habéis metido #ElecccionesGenerales28A https://t.co/xDWcoKfIKv",anger,L,2
2260,Real que llevo toda la mañana esquivando spoilers de #JuegodeTronos en el curro. Estoy pasándolo mal.,sadness,L,2
